East,North,Elevation,bo,cpy,py,alte,mine,dom,ug
156521.6254,92979.79951,3551.94,0.0,1.6059999999999999,1.975,BTK,BN,3,4
156515.893,93011.49927,3436.65,0.0,2.24,0.475,BTK,BN,3,4
156510.3847,93044.51342,3317.92,0.01,1.681,0.214,BTK,BN,3,4
157056.1145,92366.50518,3043.27,0.5329999999999999,1.131,0.065,BTK,CPY,3,3
157043.3618,92397.18997,2977.94,0.624,0.769,0.037000000000000005,BTK,CPY,3,3
157019.4366,92456.58296,2854.45,0.0,1.206,1.515,BTK,CPY,3,3
157001.8393,92500.61803,2763.42,0.0,1.334,2.17,BTK,CPY,3,3
157343.3675,91729.61968999999,3080.56,0.0,0.9590000000000001,3.15,BTK,CPY,3,3
157344.2852,91681.46382,2966.06,0.003,0.65,3.948,BTK,CPY,3,3
157220.6203,92539.90636000001,3330.12,0.135,1.8019999999999998,0.13,BTK,BN,3,4
157224.4964,92561.02997999999,3209.27,0.13699999999999998,1.22,0.11900000000000001,BTK,CPY,3,3
157228.6313,92580.99448,3092.03,0.0,1.8769999999999998,0.365,BTK,CPY,3,3
157232.8665,92597.26424,2992.61,0.0,1.112,5.8420000000000005,FIL,CPY,3,2
156722.2844,92200.77619,3423.82,0.0,1.3969999999999998,1.229,BTK,CPY,3,3
156735.0445,92259.54164,3237.79,0.526,0.665,0.055999999999999994,BTK,BN,3,4
156739.3107,92277.06369,3182.83,0.28300000000000003,1.063,0.07200000000000001,BTK,BN,3,4
156747.9086,92310.88656,3080.02,0.34600000000000003,0.805,0.035,BTK,BN,3,4
156756.9896,92344.86472,2977.45,0.004,1.301,0.29100000000000004,BTK,CPY,3,3
156767.9677,92381.93755,2868.63,0.035,1.524,0.04,BTK,CPY,3,3
156780.2944,92423.17101,2757.04,0.0,2.58,0.526,BTK,CPY,3,3
156386.4826,92397.17401,2954.67,0.27,1.05,0.293,BTK,BN,3,4
156387.2517,92401.14828,2859.38,0.243,0.826,0.207,BTK,BN,3,4
156929.9895,91978.09827,3183.3,0.0,1.709,0.623,BTK,CPY,3,3
156945.8777,92000.5996,3090.66,0.171,1.906,0.061,BTK,CPY,3,3
156960.1276,92018.84713,3008.15,0.168,1.13,0.032,POT,CPY,3,3
156970.39,92030.8432,2949.63,0.374,1.703,0.047,BTK,BN,3,4
156988.2447,92051.49218,2849.81,0.039,0.9470000000000001,0.063,BTK,CPY,3,3
157005.5199,92071.95481,2753.56,0.001,1.0,0.272,BTK,CPY,3,3
156214.7871,91746.89044,3249.31,0.019,0.74,7.601,SCL,CPY,3,2
156214.4738,91738.09337999999,3047.85,0.001,1.139,7.086,ANH,CPY,3,2
156214.2187,91735.52669,2986.7,0.0,1.46,6.319,HOR,CPY,3,2
